full_name,text,label,confidence,reason,label_id
mrsalty/slowave,"Repository named 'slowave' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 76 total commits (38.0 per contributor). 9 releases, 1 open issues. It has CI/CD workflows, has a README of 13681 characters, no topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, sustained activity, good documentation, and multiple contributors indicate a high level of engineering maturity.",2
guofeng2015/workflows-starter-template,"Repository named 'workflows-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1126 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, minimal commits, and lack of CI/CD and tests",4
tenSunFree/starter-template-refined-kmp,"Repository named 'starter-template-refined-kmp' in Kotlin with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 31 total commits (31.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 7310 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",template,0.8,"CI/CD workflows, README with significant content, and a single contributor with a high commit rate suggest a template or starter project.",4
dgtlmoon/changedetection.io,"Repository named 'changedetection.io' in Python with very high popularity (31762 stars, 1812 forks). Maintained by a large community of 133 contributors, 2375 total commits (17.9 per contributor). 215 releases, 345 open issues. It has CI/CD workflows, has a README of 22034 characters, 20 topics, and is licensed. The project is 5.3 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
bytedance/Lance,"Repository named 'Lance' in Python with high popularity (1037 stars, 72 forks). Maintained by a small team of 5 contributors, 93 total commits (18.6 per contributor). 0 releases, 12 open issues. It lacks CI/CD workflows, has a README of 35129 characters, 6 topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago).",senior,0.8,"High popularity, multiple contributors, sustained activity, good documentation, but lacks CI/CD and releases.",2
dmitriistruganov-alt/runpod-gpu-watcher-v2,"Repository named 'runpod-gpu-watcher-v2' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 4056 total commits (4056.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 351 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",junior,0.7,"Limited popularity, single contributor, simple README, and lack of releases, but presence of CI/CD workflows indicates some level of engineering maturity.",1
poom/hermes-tools,"Repository named 'hermes-tools' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 3 total commits (3.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2671 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",intern,0.8,"Minimal structure, no CI/CD, tiny README, single author, very few commits, and lack of license.",0
Hzenius/auto-watcher,"Repository named 'auto-watcher' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 18595 total commits (9297.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 76 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",low_value,0.8,"Very low popularity, lack of documentation, and unclear purpose",5
vercel-labs/ai-python,"Repository named 'ai-python' in Python with low popularity (67 stars, 7 forks). Maintained by a small team of 5 contributors, 364 total commits (72.8 per contributor). 0 releases, 4 open issues. It has CI/CD workflows, has a README of 4396 characters, no topics, and is licensed. The project is 0.4 years old and currently active (last push 0 days ago).",junior,0.7,"CI/CD workflows and active maintenance, but limited releases and small team size",1
pycurl/pycurl,"Repository named 'pycurl' in Python with high popularity (1153 stars, 325 forks). Maintained by a large community of 101 contributors, 3617 total commits (35.8 per contributor). 0 releases, 5 open issues. It has CI/CD workflows, has a README of 8184 characters, 4 topics, and is licensed. The project is 12.8 years old and currently active (last push 0 days ago).",lead,0.9,"large, mature, multi-contributor, many potential contributors, broad community, sustained activity, good CI/CD practices, and comprehensive documentation",3
meta-pytorch/MSLK,"Repository named 'MSLK' in Python with moderate popularity (107 stars, 48 forks). Maintained by a team of 34 contributors, 281 total commits (8.3 per contributor). 0 releases, 79 open issues. It has CI/CD workflows, has a README of 3666 characters, no topics, and is licensed. The project is 0.6 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, multiple contributors, sustained activity, and a well-maintained README indicate a high level of engineering maturity.",2
Squeack/Rover,"Repository named 'Rover' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 15 total commits (15.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 100 characters, no topics, and is licensed. The project is 0.1 years old and currently active (last push 0 days ago).",intern,0.8,"Minimal structure, tiny README, single author, very few commits, and lack of CI/CD workflows.",0
justlog-solutions/next-starter-template,"Repository named 'next-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2719 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, minimal popularity, and lack of CI/CD and tests.",4
GAM-team/GAM,"Repository named 'GAM' in Python with high popularity (4186 stars, 525 forks). Maintained by a team of 36 contributors, 5710 total commits (158.6 per contributor). 419 releases, 39 open issues. It has CI/CD workflows, has a README of 1573 characters, 13 topics, and is licensed. The project is 12.0 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large team, many releases, broad community, and sustained activity over 12 years.",3
JoaoOMago/JoaoOMago,"Repository named 'JoaoOMago' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 57426 total commits (57426.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 1040 characters, 2 topics, and is no license. The project is 2.2 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, active maintenance, and a large number of commits suggest a high level of engineering maturity, despite the lack of popularity and releases.",2
BuddyChewChew/buddylive,"Repository named 'buddylive' in Python with low popularity (77 stars, 16 forks). Maintained by a small team of 3 contributors, 4991 total commits (1663.7 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 4411 characters, no topics, and is no license. The project is 0.9 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, active development, and a large number of commits suggest a mature project, but lack of releases and open issues, and no license, indicate some room for improvement.",2
emmabostian/developer-portfolios,"Repository named 'developer-portfolios' in Python with very high popularity (23054 stars, 4576 forks). Maintained by a large community of 458 contributors, 5961 total commits (13.0 per contributor). 0 releases, 4 open issues. It has CI/CD workflows, has a README of 114093 characters, no topics, and is no license. The project is 6.7 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large community, sustained activity, CI/CD, and active maintenance, but lacks releases and a clear license.",3
